# registration_from_features.py FastGlobal FastGlobal_config.json euclidean --input_txt=/neural_comparison/point_clouds_registration_benchmark//tum/pioneer_slam_global.txt --input_pcd_dir=/neural_comparison/point_clouds_registration_benchmark//tum/pioneer_slam/ --input_features_dir=/neural_comparison/experiments/FPFH/features_voxelgrid_0.2_compressed//tum/pioneer_slam/ --output_dir=/root/neural_registration_comparison/results/FPFH/test_1_fgr/
id;initial_error;final_error;transformation
1807261650030;4.242065528890624;0.07096509534577614;0.5199515050941932  0.619899702978719  -0.5876859625660454  6.5158463917420315  0.7734041847363392  -0.04957538146280604  0.6319717150198532  -5.357820735429063  0.36262432265721  -0.7831134271609153  -0.5052098186077596  1.4892856478365575  -0.0  0.0  -0.0  1.0
1807261650061;7.372035540033227;0.09037396299237539;-0.677533654326769  -0.7244679275887063  -0.12686358480643267  -3.4782281332895475  0.7352070425998141  -0.671919246306593  -0.08941549616490871  0.6255864372638991  -0.020463425085983502  -0.1538530088691997  0.987881824863502  4.241511633027149  0.0  0.0  0.0  1.0
1807261650092;12.102589230009645;0.23512361773632107;0.5104908525833758  -0.5841147243104996  0.6310380957377827  7.588579927532196  0.8524351720526279  0.24738998794471956  -0.46060012083402396  -9.00457050732221  0.11293080570112109  0.7730512160965655  0.6242102613825861  10.861871664272734  0.0  0.0  0.0  1.0
1807261650123;9.366919006451113;0.04279495586892819;-0.7806527450645547  -0.290729229258631  -0.5532249152721332  -4.265420192071457  0.48069065250917453  -0.8450305240503347  -0.23422192470714762  -0.08568976011253336  -0.39939678042453164  -0.4487760339834325  0.7994262211790532  3.4898344087569106  0.0  0.0  -0.0  1.0
1807261650154;4.484926530514292;0.17648765163614502;0.4630353799591521  0.4204125110224902  -0.7802894062345375  -0.2920395673961604  -0.5798955866501622  0.809477261423949  0.09201995338646893  -2.8491584048619307  0.6703128713442306  0.40987788890515753  0.6186119710261875  -2.73991531983876  0.0  0.0  0.0  1.0
1807261650185;4.785592360357215;7.852809219093042;1.0  -0.0  0.0  3.411851801215599  -0.0  1.0  -0.0  4.387734555942565  -0.0  0.0  1.0  -4.403169275981454  -0.0  0.0  -0.0  1.0
1807261650216;5.7139193037879235;0.27194452460992274;0.7708327941763633  0.17172203949002773  0.6134560657256941  -1.318753713663699  0.27110935370710315  -0.9598539964249151  -0.07197238275641407  -0.30755000242342106  0.5764690119640252  0.22179235041025183  -0.7864423892089732  -5.288766324867366  -0.0  0.0  0.0  1.0
1807261650247;12.652214164961155;2.2524675442880904;0.5884688586686121  0.012275758070056857  0.8084266869302783  0.4934357616655487  0.6226340429095018  0.6309797298054035  -0.4628081991331476  -10.941998490726652  -0.5157821739721428  0.7757021892056946  0.36366861656467725  -6.709538101853945  -0.0  -0.0  -0.0  1.0
1807261650278;6.989420057286833;0.1616346077262731;-0.4654890697112745  0.8767331775484165  -0.12107378479749051  -3.042591531173116  -0.8562119468171285  -0.4114483821527854  0.31242812125587754  -6.376303880447966  0.22410048662810558  0.24909669650501742  0.9421941454304065  6.749031072318479  0.0  0.0  0.0  1.0
1807261650309;8.352466281140485;0.09309902643064076;0.6893985419974048  0.5161541933367446  -0.508246494324108  -6.3027900351148  0.2547469571333173  0.48405703716524856  0.8371336647167619  0.645065726399944  0.6781103436190651  -0.7065929758154227  0.2022195055011692  -0.7965306922634264  -0.0  -0.0  -0.0  1.0
1807261650340;10.036300996119001;0.08494488789961774;0.6889276487411307  0.561548048367233  -0.4583039211865526  5.933039686317499  -0.7247031524562179  0.545473834839315  -0.42102688313896536  8.175869397138165  0.013565972874699525  0.6221913571246751  0.7827476473930269  -13.05081041566889  -0.0  0.0  -0.0  1.0
1807261650371;3.1812712757927435;0.11723055759512437;-0.10723705538177228  -0.9804254428292095  0.16512469532505974  2.37387661189997  -0.6476729473633062  0.19489544581952317  0.7365701042348497  4.994623052835663  -0.754334121730401  -0.027959189043258503  -0.6558950499441729  3.415477290825368  0.0  0.0  -0.0  1.0
1807261650402;12.640830633455;0.055577691661480313;-0.5776616002168411  0.6468694373058443  0.4978624375412741  -0.21015176256145748  -0.6195633597832684  0.04964686306160872  -0.7833750265372337  14.019557609339806  -0.5314586708757216  -0.7609829959123673  0.3720975155564053  3.0279871897720967  0.0  -0.0  -0.0  1.0
1807261650433;17.72602606662104;18.19184027132576;-0.20129648760885815  -0.3744807288329313  0.9051209354606111  9.732207178688313  0.958740621595935  0.11404265258836215  0.2604048653394378  14.079378249472501  -0.20073899615714186  0.9201947930320871  0.3360735013333486  1.8296270788510685  0.0  0.0  0.0  1.0
1807261650464;13.516242316124647;0.17667981579741288;-0.8064145080481815  0.5494412820477584  0.21865479366143867  -8.185616980070911  -0.5833266047688913  -0.7998017671061418  -0.14158815452816625  2.2935198746194376  0.09708611320991606  -0.24172590038225023  0.9654754661337508  8.15508221088242  0.0  0.0  0.0  1.0
1807261650495;7.578236265964046;0.07685419594534361;0.616509390406171  -0.36525273118317236  0.6975002608632085  -8.09229078229305  -0.7864065883776055  -0.32895652843288153  0.5228310244789255  4.739295020625546  0.03848180475636819  -0.8708490367248618  -0.490041943039647  -2.5965407490101957  0.0  0.0  0.0  1.0
1807261650526;15.116037694080763;7.489545250492271;1.0  0.0  0.0  -1.389357598641573  0.0  1.0  0.0  3.288366930844434  0.0  0.0  1.0  8.733834236445231  0.0  0.0  0.0  1.0
1807261650557;24.456095870239103;1.47106672237507;1.0  0.0  0.0  -3.017979873190422  0.0  1.0  0.0  -2.531742778155729  0.0  0.0  1.0  -7.197749568834258  0.0  0.0  0.0  1.0
1807261650588;6.853314294203077;3.2016460999018133;1.0  -0.0  0.0  1.8774306208124574  -0.0  1.0  -0.0  -6.452190745603264  0.0  -0.0  1.0  4.4641549908092175  -0.0  0.0  -0.0  1.0
1807261650619;35.588647047747834;4.8130540664397365;1.0  -0.0  -0.0  -0.5784123782173362  -0.0  1.0  0.0  2.59058558398945  -0.0  -0.0  1.0  -13.106703204898523  -0.0  0.0  -0.0  1.0
1807261650650;3.7851067611784845;0.3827534484308342;0.3408564187076207  -0.9400933334714027  0.006436317925713136  -0.07362213817037759  0.6802645272699261  0.2513623311740211  0.6885180835715098  -2.778112750220038  -0.6488891082180676  -0.23030740941052505  0.7251906110855082  -2.7760928383865138  0.0  -0.0  -0.0  1.0
1807261650681;15.599629407378206;0.6716071581847601;-0.9084710837323308  -0.16596190608278039  0.38358432678040394  -0.9949192064507346  0.15229817021960473  -0.9861310164638664  -0.0659612440430143  -2.9792709504939467  0.38921145585653794  -0.0015046917665148477  0.9211472078515586  4.6819267725162765  -0.0  0.0  -0.0  1.0
1807261650712;15.285930710511307;0.07627959966818708;-0.8417729790630505  0.3148354207868934  -0.438516715231309  3.0305583877599944  -0.059488927718972795  -0.8614738592477013  -0.5043053215183421  -2.1175162006291233  -0.5365438651202378  -0.3984237036758866  0.7438946384744445  8.410803849673478  0.0  -0.0  -0.0  1.0
1807261650743;12.892867624387561;5.856697419436282;1.0  -0.0  -0.0  -4.995183364501424  -0.0  1.0  0.0  1.1451384277936545  -0.0  -0.0  1.0  -2.1885542108123506  -0.0  0.0  -0.0  1.0
1807261650774;8.730798497462562;0.3178659238114684;-0.19068027140354374  0.9816521951087873  -4.3995124066737727e-05  1.1616490521980942  -0.972641069419736  -0.18893597050350877  -0.13517599316421147  -0.196135680885753  -0.13270412267712206  -0.02573260359927387  0.9908216029823415  5.301189630688783  0.0  0.0  0.0  1.0
1807261650805;27.065215252830498;11.943384461200242;1.0  0.0  0.0  -3.7325869213299705  0.0  1.0  0.0  0.7238617720721949  0.0  0.0  1.0  10.681819419991633  0.0  0.0  0.0  1.0
1807261650836;7.792680035821759;7.794727792355511;1.0  -0.0  0.0  4.566766163248051  -0.0  1.0  -0.0  -1.1678510628306662  0.0  0.0  1.0  -3.8618640394028736  -0.0  0.0  -0.0  1.0
1807261650867;39.325074377946905;3.9636554025636395;1.0  0.0  0.0  10.281611816341389  0.0  1.0  0.0  -5.648378387605601  0.0  0.0  1.0  -8.792872830024388  0.0  0.0  0.0  1.0
1807261650898;3.285326842341318;0.24114900605983255;0.3826926189017668  -0.904418478257123  -0.1886095851890294  -0.03296132044942572  0.7715752108071778  0.20058773632290222  0.6036855589665153  1.0836438655938743  -0.508151604844427  -0.3765524880065518  0.7745903241521352  -0.1933753313604771  0.0  0.0  0.0  1.0
1807261650929;12.554732005914778;0.21896009554520138;-0.8734579821782378  0.486853057478197  0.006727093967827145  0.6380227238672943  -0.47957194903203976  -0.8626187247236303  0.16093377972876724  3.6955911989322945  0.08415401993209552  0.13734276894073366  0.9869422803532939  1.2119527053604742  0.0  0.0  0.0  1.0
1807261650960;16.500132258179224;0.18680116594381843;-0.706003571687403  0.24358402805713597  -0.6650005849922916  5.929947529412007  0.6958557769735112  0.41320108916748777  -0.5874092249559861  13.459106314402444  0.1316954608831322  -0.8774575096187062  -0.46122079787940745  5.421154831145425  0.0  0.0  0.0  1.0
1807261650991;6.090238403131256;4.812223849158267;1.0  0.0  0.0  2.0462445018525557  0.0  1.0  0.0  2.133087501554692  0.0  0.0  1.0  -1.8900403128812049  0.0  0.0  0.0  1.0
1807261651022;18.00713753417378;0.22908362712297145;-0.23507033052573625  -0.9017644682077763  0.3627158441321074  -8.332366648102793  -0.8433880174135047  0.003738431223329335  -0.5372919841346114  7.295333506488219  0.48315483210854965  -0.43221160096639544  -0.7614161412790152  10.301901704061455  0.0  0.0  0.0  1.0
1807261651053;17.655152207016677;9.094393792150976;1.0  0.0  0.0  1.2297415948149724  0.0  1.0  0.0  2.345141802665341  0.0  0.0  1.0  -5.719168233368908  0.0  0.0  0.0  1.0
1807261651084;7.048108031378534;7.880549091682041;1.0  -0.0  0.0  5.086140599890971  -0.0  1.0  -0.0  1.215226806612371  -0.0  0.0  1.0  -3.1355385925224044  -0.0  0.0  -0.0  1.0
1807261651115;29.330989838652297;3.62232681681402;1.0  -0.0  -0.0  -5.268070463889717  -0.0  1.0  0.0  0.7520094028322518  -0.0  -0.0  1.0  -8.791950549986238  -0.0  0.0  -0.0  1.0
1807261651146;12.978837113850958;0.27372996988156617;0.6896129224996725  -0.710165125999218  0.14177274398125547  0.5295929064132031  0.7241777144837153  0.6764870881397663  -0.13390988546526844  -1.617972137066712  -0.000809300069480968  0.1950146491797305  0.9807999957375123  10.556959333487365  0.0  0.0  0.0  1.0
1807261651177;4.659029665212119;0.17937124305993263;-0.8466031376756227  0.46399111329198056  0.2607208738552794  -1.0256545953244585  -0.42721359110226104  -0.8845942821196232  0.18703342914778245  0.08735991371216516  0.3174140432547076  0.04695958717171053  0.9471236045613902  -3.2623560382765717  0.0  0.0  0.0  1.0
1807261651208;13.18942876420926;5.895040417576344;1.0  -0.0  -0.0  -4.074656154553885  -0.0  1.0  0.0  9.046267373630346  -0.0  -0.0  1.0  -4.003074369237522  -0.0  0.0  -0.0  1.0
1807261651239;14.502722552119096;0.287790301565856;0.9238242007923252  -0.37986083980958213  -0.04748250635319441  -2.833240437294139  0.22265503445308735  0.6340648063468759  -0.7405312667166682  -0.882472958807466  0.3114058150759495  0.6735484865482645  0.6703423413491244  -8.54014536769487  0.0  0.0  0.0  1.0
1807261651270;5.3367863312056185;0.24885344694988792;-0.4559156752755244  0.22018737435266936  0.8623563168515326  -1.8753428804166374  -0.48270106666372115  0.7528662507412762  -0.44742830569430914  -4.36196939034337  -0.7477570309129622  -0.620249892116437  -0.23695884463294356  -2.3690240386505472  0.0  0.0  0.0  1.0
1807261651301;18.499291020604566;0.497926960712085;0.7565346709712233  -0.17309535203070125  -0.6306292815306238  -8.992850714880877  0.6473016138444675  0.061016192205711015  0.759787894746332  -4.777014020556017  -0.09303715565735939  -0.9830132366321849  0.15820576561271363  -0.6319614600333195  0.0  0.0  0.0  1.0
